Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funded,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
HeySummit,"HeySummit provides an online summit event management platform. It helps users to increase engagement, conversions, and revenue for online summits. It allows event organizers to create events, manage registrations, increase visibility and improve revenue. It enables users to connect with the attendees, speakers and improve event performance. It offers a subscription-based pricing model.",https://www.heysummit.com/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2018,0,United Kingdom,Europe,Yes,"Thursday, 22 October 2020",Seed,1.000.000,Nascent,TRUE,FALSE
Lightwave,"Lightwave Inc develops solutions that can be used to collect biometric data at concerts and live events using a wearable device. The company has developed a bracelet that can measure the user interaction by collecting movement, audio levels and temperature data. This data is analysed using proprietary algorithms to get insights about the behaviour and engagement of the audience. This would help the organiser or the artist to customise the concert experience based on the audience feedback generated by the solution. The company has worked with clients like Google, Pepsi, 20th Century Fox, iHeartRadio, Unilever and Jaguar",http://ww38.lightwave.io/,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2012,0,United States,Global,Yes,"Monday, 7 January 2019",Series A,6.000.000,Emerging,TRUE,FALSE
Botisimo,"Cloud based platform streaming management software. The platform offers features such as analytics, polling, monetization, donations, filter screens, music player, stream overlays, chat logs, giveaways, and custom commands. It supports multiple streaming platforms like Youtube and Slack.",https://botisimo.com,Support Services,Expertise & Community,(8) Connecting people with shared interests and expertise,2018,0,United States,Global,Yes,"Thursday, 24 June 2021",Seed,700,Nascent,TRUE,FALSE
Atap,"Atap is an online marketplace to find construction professionals. Users can search for architects & interior designers & request quotes to book their services via the platform. Real estate professionals can also create their listings by providing necessary information such as plans, prices, projects, and more.",https://atap.co/malaysia/en,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2017,0,Malaysia,Global,Yes,"Friday, 1 February 2019",Series A,$0.00,Nascent,TRUE,FALSE
Miaodj,"Miaodj is an online platform which provides home improvement services to users. Provides design, procurement, and installation services to users. Uses BIM and VR technology to generate 3D pictures after design. Is operational only in Suzhou and Shanghai as of Sept 2016 and is planning to expand to 20 cities before the end of 2016. Has partnership with top international and domestic brands like Kohler, Toto, Schneider Electric, Primy, Robam, Siemens etc for procurement of home improvement materials.",http://miaodj.cn,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2016,0,China,Global,Yes,"Sunday, 27 March 2016",Seed,"$6,000,000.00",Nascent,TRUE,FALSE
Haozai Shop,"Haozai is a Houzz like platform that has content on home decoration and related topics. It's a marketplace that connects home owners with interior designers, stylists, etc. Professionals upload pictures of their works and users can browse through them to choose a professional of their choice. Raised RMB 10M in angel funding in Mar 2016.",http://m.haozaishop.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,China,Global,Yes,"Friday, 25 March 2016",Seed,"$1,540,000.00",Emerging,TRUE,FALSE
Jzez100,"Jzez100 is an online platform to hire interior designers. Has information on Interior designs, tips and other info on Home improvements. Dongpeng one of CHina's top Ceramic and other home improvement products manufacturer has made a strategic investment for a 20% stake.",https://jzez100.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2014,0,China,Global,Yes,"Tuesday, 13 October 2015",Seed,"$3,120,000.00",Emerging,TRUE,FALSE
Jiafenqi,Jiafenqi is an online platform to hire interior designers. Lets designers register on the platform and upload their portfolios to get leads through the portal. Raised capital in a seed round from Haodai.,http://jiafenqi.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,China,Global,Yes,"Thursday, 25 June 2015",Seed,"$1,560,000.00",Emerging,TRUE,FALSE
Jiashifen,"Jiashifen is an online platform where users can book packages for home renovation. Provides different styles for home improvements like Pastoral, Chinese, European, American, Mediterranean etc. Has two different packages to choose from, 398 yuan/sq.m and 699 yuan/sq.m. Has partnership with top brands like Fotile, Oulin, Simon, Kohler etc to procure high-quality home renovation materials.",http://jiashifen.com,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2015,0,China,Global,Yes,"Friday, 19 June 2015",Seed,"$73,461.00",Emerging,TRUE,FALSE
Trond,"Trond is a provider of interior decoration services. It offers renovation, design, construction and repair services for home interiors. The company provides services through an in-house team of professionals. Users can sign up for a consultation online.",http://trond.cn,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2013,0,China,Global,Yes,"Sunday, 1 April 2018",Seed,"$15,774.00",Emerging,TRUE,FALSE
3vjia,"3vjia is an online platform offering 3D virtual reality technology solutions. It provides users with custom 3D design system, 3D rendering cloud and other technology services. It helps users to create 3D home design shopping site which helps in marketing.",https://www.3vjia.com/,Space Management​,Space Design & Management​,(4) Managing the formation and operations of a space,2013,0,China,Global,Yes,"Friday, 27 September 2019",Series C,"$118,000,000.00",Emerging,TRUE,FALSE
